,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,distance,vmag,PLATO
1195,HD96511,Gaia DR3 1134361580827574528,HD96511,HIP54632,-,TIC406831994,-,-,-,G0,SB*,167.7298,81.7317,46.639,7.166,0
1196,HD71827,Gaia DR3 1137739658506001280,HD71827,HIP42279,-,TIC153891265,-,-,-,F8,PM*,129.3102,77.0468,44.038,7.29,0
1197,HD62613,Gaia DR3 1139252071109797760,HD62613,HIP38784,GJ290,TIC289971775,-,-,-,G9,PM*,119.0718,80.2655,17.155,6.554,0
1198,HD46588,Gaia DR3 1141280704422528128,HD46588,HIP32439,GJ240.1+GJ9215,TIC141523112,-,-,J06462+7934A,F7V,PM*,101.559,79.5648,18.202,5.444,0
1199,HD41804,Gaia DR3 1141575098661731328,HD41804,HIP30129,-,TIC138472093,-,-,-,F5,PM*,95.1019,80.3564,60.422,7.54,0
1200,HD73835,Gaia DR3 1146155904619763712,HD73835,HIP43886,-,TIC137504158,-,-,-,F8,PM*,134.0986,83.8874,42.266,7.48,0
1201,HD90343,Gaia DR3 1147862174868109184,HD90343,HIP51819,GJ396,TIC154717941,-,-,-,K0,PM*,158.797,84.3993,21.102,7.29,0
1202,HD71986,Gaia DR3 1150769489770474496,HD71986,HIP43446,-,TIC459905531,-,-,-,F2,PM*,132.7271,85.051,53.083,7.42,0
1203,HD130604,Gaia DR3 1159348218790870400,HD130604,HIP72447,-,TIC459345813,-,-,J14489+0557AB,F6V+F6V,**,222.2219,5.9544,61.806,6.824,0
1204,HD129517A,Gaia DR3 1171581870493386112,HD129517A,-,-,-,-,-,J14428+0635A,-,PM*,220.6984,6.5907,68.368,7.363,0
1205,HD140572,Gaia DR3 1217765378951104640,HD140572,HIP77021,-,TIC459278347,-,-,-,F8V,PM*,235.8878,22.9205,64.97,7.234,0
1206,HD123844,Gaia DR3 1246362954833676416,HD123844,HIP69171,-,TIC459829663,-,-,-,F2,PM*,212.3814,20.4717,65.045,7.456,0
1207,HD134083,Gaia DR3 1264630412816366720,HD134083,HIP73996,GJ578,TIC229902025,-,45Boo+cBoo,J15073+2452A,F5V,PM*,226.8253,24.8692,19.536,4.925,0
1208,HD130818,Gaia DR3 1265629967669006208,HD130818,HIP72528,GJ9496,TIC349291950,-,-,-,F6III-IV,PM*,222.4293,23.0323,50.722,7.123,0
1209,HD133460,Gaia DR3 1267970076306377344,HD133460,HIP73700,-,TIC229887037,-,-,-,F8V,SB*,225.9554,26.0387,68.672,7.29,0
1210,HD139389,Gaia DR3 1273169013960272640,HD139389,HIP76456,-,TIC16959673,-,-,-,F5V:,PM*,234.2226,29.9912,35.332,6.466,0
1211,HD134792,Gaia DR3 1275020797697840640,HD134792,HIP74286,-,TIC229908363,-,-,-,F5,Em*,227.723,29.2291,63.8,7.264,0
1212,HD128093,Gaia DR3 1287069280480460032,HD128093,HIP71243,-,TIC409374262,-,-,J14342+3232A,F5V,PM*,218.5488,32.5345,41.359,6.332,0
1213,HD132864,Gaia DR3 1288455798999578624,HD132864,HIP73438,-,TIC67706987,-,-,-,F8,PM*,225.1087,31.6152,74.213,7.57,0
1214,HD150710,Gaia DR3 1312345747129055744,HD150710,HIP81726,-,TIC43254866,-,-,-,F5,SB*,250.3948,30.8758,58.534,7.077,0
1215,HD151428A,Gaia DR3 1327203001078082304,HD151428A,-,-,TIC224372315,-,-,J16458+3538A,G0,*,251.4507,35.6308,58.862,7.333,0
1216,HD155559,Gaia DR3 1341486481757038720,HD155559,HIP84022,-,TIC85408583,-,-,-,F5,*,257.6337,39.852,69.967,7.54,0
1217,HD152792,Gaia DR3 1357935759823973376,HD152792,HIP82636,-,TIC115509518,-,-,-,G0V,PM*,253.3847,42.8249,46.725,6.832,0
1218,HD157373,Gaia DR3 1365907528362717568,HD157373,HIP84855,-,TIC188692003,-,-,-,F4V,PM*,260.1407,48.1888,38.289,6.411,1
1219,HD140138,Gaia DR3 1397565319984411776,HD140138,HIP76745,-,TIC155970393,-,-,-,F2,*,235.0737,44.831,68.534,7.54,0
1220,HD154355,Gaia DR3 1436811970924990080,HD154355,HIP83305,-,TIC224604365,-,-,-,F5,PM*,255.3796,58.5563,63.17,7.299,1
1221,HD129354,Gaia DR3 1487041411589880960,HD129354,HIP71777,-,TIC68058195,-,-,-,F5,PM*,220.2423,38.1507,65.905,7.42,0
1222,HD121458,Gaia DR3 1495415871971074304,HD121458,HIP67921,-,TIC23752766,-,-,-,F5,PM*,208.6624,37.065,54.252,7.45,0
1223,HD121343,Gaia DR3 1512601582305595904,HD121343,HIP67818,-,TIC219040094,-,-,-,F5,PM*,208.3863,52.1109,64.191,7.43,0
1224,HD130987,Gaia DR3 1589995866484134400,HD130987,HIP72513,-,TIC445870398,-,-,-,F8,PM*,222.3965,46.5745,78.971,7.53,0
1225,HD131526,Gaia DR3 1590828540383306752,HD131526,HIP72749,-,TIC161027816,-,-,-,G0,PM*,223.0871,48.6707,77.678,7.63,0
1226,HD126660,Gaia DR3 1604859511344724864,HD126660,HIP70497,GJ549A,TIC441709021,-,23Boo+tetBoo,J14252+5151A,F7V,PM*,216.2992,51.8507,14.478,4.039,0
1227,HD125193,Gaia DR3 1611444452123347200,HD125193,HIP69699,-,TIC441697305,-,-,J14161+5643C,F8,PM*,213.9996,56.6891,48.898,6.665,0
1228,HD136749,Gaia DR3 1616337893046149888,HD136749,HIP74976,-,TIC202490444,-,-,-,G0,*,229.828,61.3749,67.93,7.39,0
1229,HD136064,Gaia DR3 1645425614893967744,HD136064,HIP74605,GJ580.2+GJ9517,TIC232563914,-,-,-,F8V,PM*,228.6597,67.3467,25.285,5.138,0
1230,HD155859,Gaia DR3 1656321637686243072,HD155859,HIP83664,-,TIC441726381,-,-,-,G0,PM*,256.4998,75.1035,52.163,7.392,0
1231,HD104954,Gaia DR3 1693162320962781696,HD104954,HIP58924,-,TIC160224876,-,-,-,F5,PM*,181.247,76.7622,62.145,7.31,0
1232,14UMi,Gaia DR3 1697598231905663616,HD137686,HIP75152,-,TIC219733897,-,14UMi,-,F5,SB*,230.3762,73.4767,49.425,7.345,0
1233,HD145368,Gaia DR3 1702418868838865536,HD145368,HIP78703,-,TIC160534539,-,-,-,F5,PM*,241.0012,73.1484,52.842,6.865,0
1234,HD150706,Gaia DR3 1709456705329541504,HD150706,HIP80902,GJ632,TIC159511543,-,-,-,G0,PM*,247.8233,79.7898,28.183,7.03,0
1235,HD127806,Gaia DR3 1714573763725923840,HD127806,HIP70618,-,TIC335655675,-,-,J14267+7830A,F5,PM*,216.6798,78.4989,62.213,7.218,0
1236,HD110010,Gaia DR3 1717627794711189760,HD110010,HIP61597,GJ479.1+GJ9414,TIC160309580,-,-,-,G0,SB*,189.3304,79.2156,34.957,6.966,0
1237,pi.01UMiA,Gaia DR3 1720995598827435648,HD139777,HIP75809,-,TIC159331746,-,pi.01UMiA,J15292+8027A,G1.5V(n),PM*,232.2966,80.4486,21.814,6.565,0
1238,pi.01UMiB,Gaia DR3 1720995598827436928,HD139813,HIP75829,-,TIC159331748,-,pi.01UMiB,J15292+8027B,G9V,PM*,232.3483,80.4503,21.789,7.303,0
1239,HD117655,Gaia DR3 1725390209363964800,HD117655,HIP65429,-,TIC446169154,-,-,-,G5,PM*,201.1618,83.3085,46.125,7.253,0
1240,HD116459,Gaia DR3 1726647226032476928,HD116459,HIP64655,GJ506.2+GJ9439,TIC154905855,-,-,-,G0,PM*,198.7978,84.7521,52.068,7.27,0
1241,HD107113,Gaia DR3 1727087236841921024,HD107113,HIP59879,-,TIC154841643,-,-,-,F4V,PM*,184.2139,86.4358,39.974,6.339,0
1242,epsEquC,Gaia DR3 1731592451377571712,HD199766C,HIP103571,-,TIC396547166,-,epsEquC,J20591+0418C,F4V,PM*,314.7713,4.2946,55.041,6.996,0
1243,HD203345,Gaia DR3 1745244296985069184,HD203345,HIP105431,-,TIC303098107,-,-,J21214+1020AB,F5,**,320.3399,10.3323,50.979,6.72,0
1244,HD196726,Gaia DR3 1749325100033418112,HD196726,HIP101895,-,TIC282188216,-,-,-,F2,*,309.7353,8.5228,60.502,7.53,0
1245,HD200877,Gaia DR3 1760316677257596288,HD200877,HIP104128,-,TIC125747932,-,-,-,F7IV,PM*,316.4522,15.3272,46.862,6.646,0
1246,15Del,Gaia DR3 1760960887992601984,HD198390,HIP102805,-,TIC291152372,-,15Del,J20496+1233A,F5V,PM*,312.4074,12.5451,30.3,6.002,0
1247,HD198389,Gaia DR3 1761390105546746880,HD198389,HIP102807,-,TIC291154039,-,-,-,F8,PM*,312.4127,13.9629,50.845,7.119,0
1248,HD203185,Gaia DR3 1784721471706668032,HD203185,HIP105350,-,TIC60491553,-,-,-,F8,PM*,320.0834,16.8115,70.007,7.55,0
1249,HD202926,Gaia DR3 1785466940590239488,HD202926,HIP105192,-,TIC257511959,-,-,-,F6V,*,319.6332,17.9879,56.732,7.34,0
1250,HD194035,Gaia DR3 1816347480580341632,HD194035,HIP100500,-,TIC219549289,-,-,-,G5,PM*,305.6876,19.85,48.846,7.134,0
1251,HD211152,Gaia DR3 1879291016568031360,HD211152,HIP109842,-,TIC28003343,-,-,-,F7III,PM*,333.7001,24.315,48.228,7.006,0
1252,HD210944,Gaia DR3 1892497147650028800,HD210944,HIP109700,-,TIC27889360,-,-,-,F5V,*,333.3063,27.3187,66.341,7.254,0
1253,HD211799,Gaia DR3 1894189914520578560,HD211799,HIP110184,-,TIC28193556,-,-,-,F8V,PM*,334.78,28.8476,67.653,7.178,0
1254,15Peg,Gaia DR3 1896396703077703936,HD207978,HIP107975,GJ4234,TIC326202925,-,15Peg,-,F2V,PM*,328.1247,28.7935,26.984,5.518,0
1255,HD215619,Gaia DR3 1903664234419540736,HD215619,HIP112402,-,TIC100678067,-,-,-,F5,PM*,341.5079,35.672,63.487,7.56,0
1256,HD211419,Gaia DR3 1905308073023457920,HD211419,HIP109961,-,TIC397657796,-,-,J22163+3344A,F8V,SB*,334.0725,33.7322,73.819,7.385,0
1257,HD211275,Gaia DR3 1957114896260199040,HD211275,HIP109881,-,TIC119836487,-,-,-,G0,PM*,333.824,39.7764,77.031,7.59,0
1258,HD223582,Gaia DR3 1993726468805788928,HD223582,HIP117573,-,TIC346380292,-,-,J23506+5412A,F5,*,357.6583,54.1982,54.796,7.15,0
1259,HD220908,Gaia DR3 1995929679646711936,HD220908,HIP115761,-,TIC251888591,-,-,-,F8V,SB*,351.7918,54.8663,76.367,7.6,0
1260,HD215714,Gaia DR3 2007417244005768064,HD215714,-,-,TIC343554937,-,-,J22461+5804A,F8,PM*,341.522,58.0721,63.118,7.599,0
1261,HD215588,Gaia DR3 2007431640735691776,HD215588,HIP112324,-,TIC343312972,-,-,J22451+5809A,F5,PM*,341.2651,58.1471,35.28,6.456,0
1262,HD185269,Gaia DR3 2031479093959232128,HD185269,HIP96507,-,TIC213721036,-,-,J19372+2830A,G2V,PM*,294.2989,28.4999,51.969,6.68,0
1263,HD197407,Gaia DR3 2066529188124723968,HD197407,HIP102154,-,TIC195609958,-,-,-,F5,PM*,310.4847,42.5248,64.218,7.52,0
1264,HD196789,Gaia DR3 2069471927916866304,HD196789,HIP101818,-,TIC189068982,-,-,-,F8,PM*,309.4954,42.8456,60.719,7.034,0
1265,HD195353,Gaia DR3 2083943699973856768,HD195353,-,-,TIC290194630,-,-,-,G0,PM*,307.2064,48.8617,77.034,7.566,0
1266,HD172742,Gaia DR3 2091285551421214976,HD172742,HIP91563,-,TIC68266718,-,-,-,F5,PM*,280.0876,33.6845,50.859,7.279,0
1267,HD171886,Gaia DR3 2110853113181717632,HD171886,HIP91120,-,TIC289529699,-,-,-,F5,PM*,278.8104,41.5816,50.639,7.16,1
1268,HD196482,Gaia DR3 2180210237949139712,HD196482,HIP101611,-,-,-,-,-,F5,PM*,308.8902,50.4249,68.521,7.51,0
1269,HD197373,Gaia DR3 2194570134681591680,HD197373,HIP102011,-,TIC343333748,-,-,J20403+6030A,F6IV,PM*,310.0746,60.5053,33.271,6.003,0
1270,HD216582,Gaia DR3 2213324607594749056,HD216582,HIP112946,-,TIC377274993,-,-,J22527+6759B,F5,PM*,343.1257,67.9936,61.939,7.564,0
1271,HD223778,Gaia DR3 2232348941893483520,HD223778,HIP117712,GJ909A,TIC265344685,-,-,J23524+7533A,K3V,SB*,358.1059,75.5445,10.897,6.389,0
1272,HD184467,Gaia DR3 2238597054155896832,HD184467,HIP95995,GJ762.1,TIC287197149,-,-,J19311+5835AB,K2V,SB*,292.7832,58.586,18.091,6.597,1
1273,HD167407,Gaia DR3 2269196668913927808,HD167407,HIP88658,-,TIC229586778,-,-,-,F8,PM*,271.5088,76.1318,63.04,7.58,0
1274,HD204426,Gaia DR3 2277676686702880000,HD204426,HIP105557,-,TIC323122607,-,-,-,G0,PM*,320.6736,76.555,38.923,6.87,0
1275,HD197433,Gaia DR3 2278045985170934016,HD197433,HIP101750,GJ1255+GJ9703,TIC1981621672+TIC333870949,-,-,J20374+7536A,G8V+K0V,SB*,309.3401,75.6005,26.537,7.451,0
1276,HD220140,Gaia DR3 2282846074981010688,HD220140,HIP115147,-,TIC428988656,-,-,J23194+7900A,G9V,RS*,349.861,79.0035,18.945,7.53,0
1277,HD219396,Gaia DR3 2287395373060435840,HD219396,HIP114546,-,TIC470245545,-,-,-,G0,PM*,348.0398,82.3946,53.929,7.53,0
1278,HD169925,Gaia DR3 2293937261086179456,HD169925,HIP89478,-,TIC288516301,-,-,-,G0,*,273.8935,79.0649,61.983,7.33,0
1279,HD198894,Gaia DR3 2297135018855651072,HD198894,-,-,TIC315756675,-,-,-,K0,*,311.2629,79.2387,37.4,7.609,0
1280,HD195850,Gaia DR3 2298513978237548672,HD195850,HIP100321,-,TIC236002958,-,-,-,F5IV,SB*,305.1821,82.368,56.993,7.03,0
1281,HD209942,Gaia DR3 2299477734539451392,HD209942,HIP108456,-,TIC470122265,-,-,J21582+8252A,F6IV-V,SB*,329.5528,82.8696,40.105,6.944,0
1282,HD209943,Gaia DR3 2299477768899190400,HD209943,HIP108461,-,TIC470122267,-,-,"J21582+8252Ba,Bb",F5,RS*,329.5822,82.8711,39.927,7.45,0
1283,HD216520,Gaia DR3 2299942278201276288,HD216520,HIP112527,-,TIC264899051,-,-,-,K0V,PM*,341.8828,83.697,19.548,7.53,0
1284,HD195146,Gaia DR3 2302434355666150528,HD195146,HIP99232,-,TIC470680809,-,-,J20086+8507AB,F8,**,302.1497,85.1242,40.811,7.144,0
1285,HD4219,Gaia DR3 2375786349766370432,HD4219,HIP3483,-,-,-,-,-,F6V,PM*,11.1154,-13.4158,76.697,7.58,0
1286,HD63,Gaia DR3 2428706669045383808,HD63,HIP462,-,TIC176285709,-,-,-,F6V,PM*,1.3798,-9.6175,49.586,7.124,0
1287,HD11274,Gaia DR3 2460244407740948864,HD11274,HIP8564,-,TIC212381783,-,-,-,F6V,*,27.6202,-12.3426,58.474,7.57,0
1288,HD10009,Gaia DR3 2464859126762143616,HD10009,HIP7580,-,TIC29901695,-,-,J01376-0924AB,F8.5VFe-0.5,SB*,24.4071,-9.4038,43.535,6.237,0
1289,37Cet,Gaia DR3 2475331528340199936,HD7439,HIP5799,GJ54.2A+GJ9045A,TIC284120761,-,37Cet,J01144-0755A,F5V,**,18.6002,-7.9228,24.053,5.15,0
1290,HD10116,Gaia DR3 2479631890115073408,HD10116,HIP7669,-,TIC241392829,-,-,-,F5V,SB*,24.6865,-5.7354,54.21,7.35,0
1291,62Cet,Gaia DR3 2494291678648211840,HD13228,HIP10033,-,TIC38377077,-,62Cet,-,F5V,PM*,32.288,-2.332,64.154,7.123,0
1292,HD12536,Gaia DR3 2517643209678127616,HD12536,HIP9576,-,TIC419942117,-,-,-,G2V,PM*,30.7571,3.3587,51.551,6.852,0
1293,HD3126,Gaia DR3 2526580040189355136,HD3126,HIP2710,-,TIC38381642,-,-,-,F4V,PM*,8.6132,-6.5039,40.354,6.907,0
1294,HD3296,Gaia DR3 2526790940262580864,HD3296,HIP2843,-,TIC212960381,-,-,-,F6V,PM*,9.0077,-5.5707,44.841,6.723,0
1295,HD4899,Gaia DR3 2550039117200699904,HD4899,HIP3973,-,TIC257431346,-,-,-,G0/2V,PM*,12.7685,2.7436,75.735,7.63,0
1296,HD7345,Gaia DR3 2577061260424130304,HD7345,HIP5743,-,TIC376904847,-,86PscB+zetPscB,J01137+0735B,F7V,SB*,18.4386,7.5782,40.503,6.262,0
1297,HD7564,Gaia DR3 2579689922143890304,HD7564,HIP5898,-,TIC376923235,-,-,J01158+0947AB,F2,**,18.9447,9.7849,60.056,7.175,0
1298,HD8941,Gaia DR3 2593154747696080640,HD8941,HIP6869,-,TIC405341081,-,-,-,F8IV-V,PM*,22.1015,17.0793,51.504,6.604,0
1299,HD8321,Gaia DR3 2593298611920443520,HD8321,HIP6439,-,TIC58858845,-,-,J01227+1712A,F5V,SB*,20.6796,17.197,51.926,7.16,0
1300,HD214686,Gaia DR3 2608919785932997248,HD214686,HIP111910,-,TIC251020542,-,-,-,F7V,SB*,340.0333,-9.3592,53.399,6.894,0
1301,HD210172,Gaia DR3 2612307033365420032,HD210172,HIP109316,-,TIC75324835,-,-,-,F5V,PM*,332.1976,-13.3005,47.768,6.908,0
1302,HD207889,Gaia DR3 2617958767945945856,HD207889,HIP107974,-,TIC887930,-,-,-,F6V,*,328.1237,-9.4179,51.088,7.2,0
1303,HD212695,Gaia DR3 2629041948233065216,HD212695,HIP110753,-,TIC176017171,-,-,-,F3V,PM*,336.5602,-2.789,48.321,6.946,0
1304,HD219983,Gaia DR3 2634027752428716928,HD219983,HIP115220,-,TIC301174095,-,-,-,F6V,PM*,350.066,-3.9191,46.813,6.655,0
1305,16Psc,Gaia DR3 2646416259176624000,HD221950,HIP116495,-,TIC422629660,-,16Psc,-,F6V,SB*,354.097,2.1022,32.592,5.689,0
1306,HD217679,Gaia DR3 2652131177020643200,HD217679,HIP113770,-,TIC310844746,-,-,-,F6V,SB*,345.6011,0.4393,66.172,7.38,0
1307,HD215402,Gaia DR3 2653259447748987136,HD215402,HIP112319,-,TIC250350042,-,-,-,F6V,PM*,341.2516,-0.7319,75.022,7.59,0
1308,HD211575,Gaia DR3 2677942384281073408,HD211575,HIP110091,-,TIC439839143,-,-,J22181-0014AB,F3V,**,334.5178,-0.2377,41.701,6.385,0
1309,HD216872,Gaia DR3 2711834692768280192,HD216872,HIP113294,-,TIC257390193,-,-,-,F8,PM*,344.1338,6.8054,77.054,7.52,0
1310,HD216417,Gaia DR3 2717981134566374272,HD216417,HIP112960,-,TIC318705209,-,-,-,F5,SB*,343.1507,10.2203,63.28,7.277,0
1311,HD215648,Gaia DR3 2719475542667772416,HD215648,HIP112447,GJ872A,TIC60716322,-,46Peg+ksiPeg+ksiPegA,J22467+1210A,F6V,PM*,341.6732,12.1729,16.416,4.205,0
1312,HD211976,Gaia DR3 2722592692491549824,HD211976,HIP110341,-,TIC415846785,-,-,-,F5V,*,335.2325,8.1867,31.418,6.178,0
1313,HD208669,Gaia DR3 2726436482063400576,HD208669,HIP108408,-,TIC396822684,-,-,-,G0,*,329.4241,10.4404,64.155,7.306,0
1314,HD3268,Gaia DR3 2778942732134817408,HD3268,HIP2832,-,TIC302190720,-,-,-,F7V,PM*,8.9783,13.2071,40.639,6.375,0
1315,64Psc,Gaia DR3 2781872793183604096,HD4676,HIP3810,GJ34.1+GJ9031,TIC303319608,-,64Psc,J00490+1656A,F8V,SB*,12.2446,16.9406,23.392,5.067,0
1316,HD221627,Gaia DR3 2820870374678607616,HD221627,HIP116277,-,TIC435254533,-,-,J23336+1749A,G1IV,PM*,353.395,17.8188,48.503,6.813,0
1317,HD224085,Gaia DR3 2855095251072482432,HD224085,HIP117915,GJ4375,-,-,-,-,K2+IVeFe-1,RS*,358.7669,28.6337,39.124,7.51,0
1318,HD222317,Gaia DR3 2866138470985266048,HD222317,HIP116740,-,TIC186876651,-,-,-,G8,RS*,354.8791,28.2465,47.763,7.042,0
1319,HD39438,Gaia DR3 3025640770239673216,HD39438,HIP27758,-,TIC176759633,-,-,J05525-0217AB,G0V,**,88.1226,-2.2854,62.302,7.26,0
1320,HD59438B,Gaia DR3 3028617457455184768,HD59438B,-,-,-,-,-,J07294-1500B,F8:,PM*,112.3413,-14.9982,36.518,7.516,0
1321,HD55137,Gaia DR3 3045333233952846080,HD55137,HIP34710,-,TIC306757983,-,-,-,G3V,PM*,107.8241,-12.0414,60.028,7.144,0
1322,HD53665A,Gaia DR3 3109521073513682048,HD53665A,HIP34239,-,TIC177754717,-,-,J07059-0101A,F6V,PM*,106.4699,-1.0205,65.591,7.26,0
1323,HD49385A,Gaia DR3 3113515118220364288,HD49385A,HIP32608,-,TIC234229567,-,-,J06482+0018A,G0V,PM*,102.0479,0.305,73.437,7.417,0
1324,HD44770,Gaia DR3 3131481481815806976,HD44770,HIP30422,-,TIC319614734,-,8MonB+epsMonB,J06238+0436B,F5V,*,95.9437,4.5959,39.899,6.556,0
1325,HD62323A,Gaia DR3 3136977596845661952,HD62323A,HIP37645,-,TIC280618896,-,-,"J07435+0329Aa,Ab",F8V,**,115.8796,3.4858,56.987,6.97,0
1326,HD65874,Gaia DR3 3146104230548082816,HD65874,HIP39212,-,TIC388015492,-,-,-,G0,*,120.3063,8.3763,72.328,7.52,0
1327,HD57270,Gaia DR3 3155702211145149824,HD57270,HIP35601,-,TIC207245081,-,-,J07208+0939A,F5IV,PM*,110.2055,9.6538,74.761,7.5,0
1328,HD28807,Gaia DR3 3177760888297880192,HD28807,HIP21143,-,TIC117647213,-,-,-,F6V,PM*,67.9874,-12.6326,57.364,7.16,0
1329,HD36395,Gaia DR3 3209938366665770752,HD36395,HIP25878,GJ205,TIC50726077,-,-,J05314-0336A,M1.5Ve,PM*,82.8642,-3.6772,5.704,7.97,0
1330,HD35317A,Gaia DR3 3220475746805801856,HD35317A,-,-,-,-,-,J05239-0052A,F7V,SB*,80.9639,-0.8666,51.209,6.776,0
1331,HD36525,Gaia DR3 3223884404650487040,HD36525,-,-,TIC138936446,-,-,-,F5V,SB*,83.127,2.6484,63.305,7.47,0
1332,HD30486,Gaia DR3 3230129184019884288,HD30486,HIP22296,-,TIC457198995,-,-,-,F3V,*,72.0245,0.6758,59.233,7.49,0
1333,94Cet,Gaia DR3 3265335443260522112,HD19994,HIP14954,GJ128,TIC49845357,-,94Cet,J03128-0112A,F8.5V,PM*,48.1935,-1.1961,22.882,5.063,0
1334,HD30769,Gaia DR3 3289421310620606080,HD30769,-,-,TIC450094454,-,-,-,F5,PM*,72.7106,7.9945,72.76,7.369,0
1335,HD30869,Gaia DR3 3296520066926319104,HD30869,HIP22607,-,TIC436661956,-,-,J04518+1339AB,F7V,**,72.9583,13.6551,44.109,6.26,0
1336,HD29497,Gaia DR3 3308191314135894784,HD29497,HIP21672,-,TIC245910524,-,-,-,F5,PM*,69.786,13.003,61.928,7.209,0
1337,HD29225,Gaia DR3 3309967059774839808,HD29225,HIP21474,-,TIC245895478,-,-,-,F6V,PM*,69.1697,15.8694,46.279,6.637,0
1338,70Tau,Gaia DR3 3312783561888068352,HD27991,HIP20661,-,TIC60876325,-,70Tau,"J04256+1556Aa,Ab",F7V,SB*,66.4055,15.941,47.376,6.444,0
1339,HD28568,Gaia DR3 3312837025641272320,HD28568,HIP21053,-,TIC245819740,-,-,J04306+1612B,F5V,PM*,67.695,16.1487,44.538,6.5,0
1340,HD27848,Gaia DR3 3313947704182762240,HD27848,HIP20567,-,TIC435938633,-,-,-,F6V,PM*,66.0928,17.079,50.103,6.956,0
1341,HD28406,Gaia DR3 3314212068010812032,HD28406,HIP20948,-,TIC245794718,-,-,J04295+1752A,F6V,PM*,67.3765,17.8632,46.645,6.903,0
1342,HD43386,Gaia DR3 3331979901042416512,HD43386,HIP29800,GJ9207,TIC437886584,-,74Ori+kOri,J06164+1216A,F5V,PM*,94.1109,12.2722,19.588,5.04,0
1343,HD39456,Gaia DR3 3343114483496089984,HD39456,HIP27820,-,TIC139480497,-,-,-,F5,PM*,88.3025,11.8142,62.778,7.205,0
1344,HD57703,Gaia DR3 3362140260902553984,HD57703,HIP35803,-,TIC165962902,-,-,-,F2,PM*,110.7692,18.2734,43.693,6.788,0
1345,HD45088,Gaia DR3 3372159045216183552,HD45088,HIP30630,GJ233+GJ233A,TIC430173956,-,-,J06262+1845A,K2Ve,BY*,96.5427,18.7569,14.617,6.753,0
1346,HD43355A,Gaia DR3 3373870675583286912,HD43355A,-,-,TIC429666641,-,-,J06165+1901A,F7IV,PM*,94.1325,19.0132,64.172,7.231,0
1347,71Ori,Gaia DR3 3374052988354372992,HD43042,HIP29650,GJ3390,TIC46125330,-,71Ori,J06148+1909A,F5.5IV-V,PM*,93.712,19.1564,21.776,5.192,0
1348,HD41711,Gaia DR3 3374373839591929216,HD41711,-,-,TIC45123458,-,-,-,F8V,PM*,91.9084,18.9129,78.532,7.61,0
1349,101Tau,Gaia DR3 3393284752392701312,HD31845,HIP23214,-,TIC389121767,-,101Tau,J04597+1555A,F5V,PM*,74.9347,15.9167,44.689,6.735,0
1350,HD31153,Gaia DR3 3405663157376847232,HD31153,HIP22782,-,TIC436679387,-,-,-,F8,PM*,73.5127,17.0268,66.875,7.241,0
1351,HD29103,Gaia DR3 3410806054296962176,HD29103,HIP21403,-,TIC118523995,-,-,J04357+1958A,F8,PM*,68.9167,19.9688,63.578,7.24,0
1352,HD45504,Gaia DR3 3432423999088061568,HD45504,HIP30880,-,TIC84858986,-,-,-,F5,PM*,97.2349,26.9675,46.154,6.586,0
1353,HD43382,Gaia DR3 3452686417838855168,HD43382,HIP29882,-,TIC239972376,-,-,-,F6V,PM*,94.3906,35.1492,45.673,6.694,0
1354,HD103753,Gaia DR3 3573892319075945088,HD103753,HIP58264,-,TIC180205383,-,-,-,G1/2V,PM*,179.2343,-13.7546,50.23,6.547,0
1355,HD103774,Gaia DR3 3574907305749250432,HD103774,HIP58263,-,TIC180205814,-,-,-,F6V,PM*,179.2316,-12.1079,56.184,7.135,0
1356,HD104638,Gaia DR3 3575541998835891456,HD104638,HIP58751,-,TIC152801226,-,-,-,F3/5V,*,180.7493,-10.7524,57.51,7.44,0
1357,HD103721,Gaia DR3 3575663185633472256,HD103721,HIP58248,-,TIC144307008,-,-,-,F5V,PM*,179.1898,-10.7247,59.196,7.41,0
1358,HD107038,Gaia DR3 3581409233399344896,HD107038,HIP60019,-,TIC183651707,-,-,-,G0V,PM*,184.6338,-8.9044,70.462,7.49,0
1359,HD107830,Gaia DR3 3584519202038595584,HD107830,HIP60436,-,TIC98663691,-,-,-,F6V,PM*,185.8648,-6.1188,59.581,7.191,0
1360,HD103773,Gaia DR3 3599161810702827520,HD103773,HIP58268,-,TIC96196913,-,-,-,F7V,PM*,179.2512,-4.7828,46.331,6.741,0
1361,HD124115,Gaia DR3 3666334755614176512,HD124115,HIP69340,-,TIC420752443,-,-,-,F6V,PM*,212.88,1.3624,43.56,6.419,0
1362,HD111545,Gaia DR3 3675611610095642240,HD111545,HIP62636,-,TIC156638998,-,-,-,F5V,PM*,192.5214,-7.6322,48.603,6.993,0
1363,HD112398B,Gaia DR3 3688877905079646848,HD112398B,-,-,-,-,-,J12564-0057B,-,PM*,194.111,-0.9546,73.347,7.429,0
1364,HD113984A,Gaia DR3 3690781915621397888,HD113984A,HIP64030,-,TIC381712438,-,-,J13073+0035A,F5V,SB*,196.8321,0.585,62.088,7.529,0
1365,HD114018,Gaia DR3 3691136473761787008,HD114018,HIP64051,-,TIC381712731,-,-,-,F3/5V,*,196.9026,1.4744,70.293,7.46,0
1366,HD88881,Gaia DR3 3765798226730142464,HD88881,-,-,TIC293625605,-,-,-,F3V,*,153.7328,-12.013,55.152,7.273,0
